24.79 326.1 [0.416, 1.181, 1.345, 0.415, 0.45, 0.73, 0.808, 0.319, 0.219, 0.204, 0.134, 0.151, 0.284, 0.26, 0.272, 0.234]
24.98 322.3 [0.395, 1.222, 1.352, 0.402, 0.456, 0.733, 0.794, 0.286, 0.221, 0.201, 0.116, 0.165, 0.285, 0.251, 0.275, 0.231]
25.17 328.9 [0.412, 1.239, 1.351, 0.395, 0.487, 0.71, 0.797, 0.271, 0.222, 0.19, 0.112, 0.178, 0.284, 0.247, 0.255, 0.253]
25.36 329.1 [0.468, 1.343, 1.355, 0.398, 0.508, 0.746, 0.803, 0.252, 0.226, 0.192, 0.13, 0.204, 0.274, 0.282, 0.266, 0.246]
25.55 333.0 [0.488, 1.33, 1.378, 0.403, 0.69, 0.746, 0.8, 0.243, 0.228, 0.178, 0.105, 0.209, 0.301, 0.266, 0.25, 0.252]
25.74 330.7 [0.516, 1.325, 1.4, 0.41, 0.688, 0.735, 0.781, 0.246, 0.233, 0.181, 0.118, 0.254, 0.267, 0.247, 0.24, 0.255]
25.93 331.2 [0.536, 1.291, 1.413, 0.407, 0.675, 0.751, 0.814, 0.228, 0.229, 0.185, 0.114, 0.249, 0.262, 0.28, 0.265, 0.26]
26.12 330.7 [0.535, 1.284, 1.429, 0.405, 0.7, 0.753, 0.814, 0.228, 0.225, 0.179, 0.12, 0.218, 0.272, 0.258, 0.247, 0.257]
26.31 336.0 [0.548, 1.285, 0.577, 0.409, 0.702, 0.76, 0.829, 0.226, 0.222, 0.148, 0.11, 0.231, 0.263, 0.248, 0.242, 0.273]
26.5 334.7 [0.578, 1.305, 0.573, 0.424, 0.711, 0.774, -1.0, 0.229, 0.218, 0.162, 0.108, 0.249, 0.259, 0.274, 0.23, 0.279]
26.69 341.1 [0.562, 1.307, 0.566, 0.414, 0.713, 0.816, 0.84, 0.208, 0.222, 0.154, 0.11, 0.249, 0.248, 0.252, 0.263, 0.243]
26.88 338.3 [0.573, 1.306, 0.582, 0.442, 0.753, 0.807, 0.878, 0.208, 0.209, 0.174, 0.106, 0.257, 0.264, 0.252, 0.246, 0.289]
27.07 338.6 [0.596, 1.335, 0.571, 0.435, 0.791, -1.0, 0.897, 0.216, 0.223, 0.157, 0.116, -1.0, 0.254, -1.0, 0.268, 0.302]
27.27 336.1 [0.604, 1.341, 0.558, 0.424, 0.804, 0.805, 0.914, 0.225, 0.224, 0.142, 0.12, 0.279, 0.256, 0.284, 0.242, 0.311]
27.46 340.0 [0.623, 1.357, 0.559, 0.443, 0.776, 0.811, 0.904, 0.217, -1.0, 0.143, 0.133, 0.26, 0.257, 0.253, 0.248, 0.309]
27.65 344.3 [-1.0, 1.376, 0.556, 0.465, 0.765, 0.814, 0.915, 0.199, 0.221, 0.141, 0.135, 0.237, 0.265, 0.252, 0.238, 0.361]
27.84 344.0 [0.905, 1.387, 0.549, 0.442, 0.771, 0.828, 0.896, 0.221, 0.213, 0.145, 0.133, 0.267, 0.259, 0.263, 0.258, 0.343]
28.03 344.7 [0.901, 1.355, 0.543, 0.441, 0.746, 0.819, 0.879, 0.219, 0.215, 0.124, 0.127, 0.264, 0.257, 0.261, 0.247, 0.372]
28.22 341.4 [1.083, 1.363, 0.539, 0.442, 0.742, 0.814, 0.865, 0.227, 0.221, 0.121, 0.127, 0.283, 0.25, 0.263, 0.252, 0.38]
28.41 341.5 [1.133, 1.372, 0.561, 0.463, 0.732, 0.821, 0.879, 0.208, 0.228, 0.129, 0.144, 0.266, 0.269, 0.267, 0.249, 0.384]
28.6 348.6 [1.146, 1.343, 0.528, 0.448, 0.757, 0.789, 0.881, 0.22, 0.226, 0.137, 0.145, 0.3, 0.258, 0.284, 0.23, 0.396]
28.79 351.3 [1.168, 1.336, 0.425, 0.454, 0.725, 0.784, 0.842, 0.22, 0.204, 0.143, 0.141, 0.28, 0.247, 0.261, 0.235, 0.404]
28.98 346.1 [1.203, 1.328, 0.39, 0.477, 0.716, 0.803, 0.283, 0.235, 0.195, 0.114, 0.163, 0.29, 0.241, 0.266, 0.242, 0.368]
29.17 351.4 [1.236, 1.363, 0.398, 0.473, 0.735, 0.805, 0.267, 0.226, 0.203, 0.127, 0.176, 0.298, 0.259, 0.267, 0.249, 0.408]
29.36 349.4 [1.304, 1.338, 0.396, 0.498, 0.725, 0.809, 0.251, 0.211, 0.187, 0.133, 0.187, 0.277, 0.252, 0.233, 0.251, 0.418]
29.55 350.5 [1.341, 1.377, 0.399, 0.673, 0.729, 0.802, 0.248, 0.209, 0.173, 0.131, 0.195, 0.271, 0.263, 0.249, 0.248, 0.478]
29.74 352.2 [1.352, 1.398, 0.394, 0.68, 0.743, 0.824, 0.215, 0.213, 0.184, 0.131, 0.227, 0.251, 0.246, 0.263, 0.244, 0.537]
29.93 351.7 [1.307, -1.0, 0.384, 0.688, 0.765, 0.803, 0.229, 0.222, 0.166, 0.109, 0.262, 0.286, 0.266, 0.246, 0.244, 0.543]
