14.86,477540,-1.807,-1.154,328.3,88.8,0.840,-0.748,0,-59.28999999999999,COAST,0.76,0.67,0.86,0.62
15.05,477568,-1.694,-1.245,316.0,73.1,0.726,-1.221,0,-7.864999999999988,COAST,0.76,0.56,0.82,0.62
15.24,477573,-1.602,-1.349,309.0,50.9,0.732,-0.825,0,-19.290833333333325,COAST,0.81,0.50,0.82,0.62
15.44,477598,-1.519,-1.467,303.9,45.4,0.717,-0.433,81.635,-21.069166666666682,RUN,0.97,0.48,0.78,0.80
15.64,477627,-1.438,-1.598,300.7,37.1,0.809,-0.214,92,-13.51583333333332,RUN,1.03,0.47,0.69,0.95
15.84,477645,-1.348,-1.743,302.1,42.5,0.887,-0.481,73.98500000000001,7.960833333333337,RUN,0.87,0.49,0.52,0.80
16.04,477645,-1.255,-1.892,301.7,36.8,0.899,-0.101,0,-9.617499999999993,COAST,0.77,0.45,0.49,0.77
16.24,477688,-1.174,-2.029,299.5,29.4,0.763,-0.243,71.2520628139177,-17.78583333333333,RUN,0.75,0.41,0.54,0.74
16.43,477705,-1.102,-2.166,296.2,28.6,0.813,-0.340,85.70308355918397,-17.722500000000004,RUN,0.83,0.38,0.57,0.86
16.63,477721,-1.034,-2.321,292.6,18.5,0.896,-0.298,92,-15.71333333333333,RUN,1.12,0.38,0.57,0.95
16.82,477721,-0.969,-2.491,290.2,15.8,0.971,-0.142,92,-1.8116666666666665,RUN,0.95,0.44,0.54,0.95
17.02,477763,-0.901,-2.676,290.5,16.1,0.970,0.108,0,10.411666666666656,COAST,0.78,0.52,0.47,0.79
17.22,477773,-0.833,-2.841,293.4,22.2,0.810,0.269,92,18.36249999999999,RUN,1.91,0.57,0.41,0.95
17.41,477794,-0.769,-2.985,292.5,18.8,0.858,-0.610,0,49.417500000000004,COAST,0.78,0.58,0.39,0.62
17.60,477822,-0.697,-3.132,297.6,25.1,0.832,0.366,92,18.282500000000002,RUN,0.98,0.59,0.37,0.95
17.80,477822,-0.610,-3.283,301.1,32.7,0.922,0.236,92,10.81,RUN,1.04,0.58,0.40,0.95
17.99,477854,-0.511,-3.443,301.9,37.5,0.991,-0.053,0,-6.433333333333337,COAST,0.83,0.50,0.50,0.85
18.18,477854,-0.418,-3.599,300.3,33.3,0.888,-0.123,0,-18.853333333333335,COAST,0.78,0.42,0.55,0.78
18.39,477902,-0.343,-3.751,291.3,25.8,0.808,-1.375,0,85,COAST,1.10,2.25,0.57,0.62
18.58,477916,-0.282,-3.889,293.1,22.0,0.773,-0.758,0,85,COAST,1.00,2.27,0.57,0.62
18.79,477928,-0.221,-4.039,291.1,24.3,0.826,-0.591,0,1.136666666666656,COAST,1.17,0.42,0.56,0.62
18.98,477957,-0.159,-4.186,293.2,28.8,0.798,-0.593,0,0.27083333333331083,COAST,0.99,0.42,0.54,0.62
19.17,477972,-0.107,-4.320,291.1,26.9,0.750,-0.102,92,-6.5358333333333425,RUN,1.18,0.44,0.52,0.95
19.36,478000,-0.053,-4.463,290.1,21.5,0.861,-0.039,92,-0.5183333333333267,RUN,1.04,0.47,0.51,0.95
19.54,478013,0.004,-4.622,289.3,16.7,0.922,-0.275,92,12.863333333333333,RUN,0.96,0.49,0.48,0.95
19.74,478025,0.062,-4.790,290.1,19.3,0.903,0.350,-30,10.236666666666661,BRAKE,0.82,0.54,0.43,0.84
19.92,478056,0.124,-4.947,292.7,29.2,0.899,0.326,92,13.524999999999999,RUN,1.00,0.56,0.40,0.95
20.11,478071,0.196,-5.107,295.4,30.2,0.970,0.273,92,4.472499999999993,RUN,1.14,0.54,0.43,0.95
20.31,478093,0.284,-5.288,296.9,27.9,0.968,0.289,92,8.468333333333328,RUN,1.11,0.55,0.42,0.95
